ID	QUALITY
M05295:78:000000000-BJNBT:1:1102:20234:1810	17.26
M05295:78:000000000-BJNBT:1:1102:15239:1814	18.223333333333333
M05295:78:000000000-BJNBT:1:1102:19081:1803	13.92
M05295:78:000000000-BJNBT:1:1102:13644:1762	15.876666666666667
M05295:78:000000000-BJNBT:1:1102:15685:1830	15.18
M05295:78:000000000-BJNBT:1:1102:8262:1841	14.58
M05295:78:000000000-BJNBT:1:1102:9585:1863	17.166666666666668
M05295:78:000000000-BJNBT:1:1102:22909:1867	18.55666666666667
M05295:78:000000000-BJNBT:1:1102:11974:1868	21.123333333333335
M05295:78:000000000-BJNBT:1:1102:14996:1869	18.436666666666667
M05295:78:000000000-BJNBT:1:1102:13855:1844	15.213333333333333
M05295:78:000000000-BJNBT:1:1102:11050:1870	20.016666666666666
M05295:78:000000000-BJNBT:1:1102:16455:1853	14.43
M05295:78:000000000-BJNBT:1:1102:13650:1860	18.666666666666668
M05295:78:000000000-BJNBT:1:1102:20262:1871	21.08
M05295:78:000000000-BJNBT:1:1102:17607:1873	20.173333333333332
M05295:78:000000000-BJNBT:1:1102:17527:1874	20.386666666666667
M05295:78:000000000-BJNBT:1:1102:8699:1845	20.65
M05295:78:000000000-BJNBT:1:1102:11516:1876	23.126666666666665
M05295:78:000000000-BJNBT:1:1102:19540:1843	19.45
M05295:78:000000000-BJNBT:1:1102:19803:1863	20.06
M05295:78:000000000-BJNBT:1:1102:19163:1878	20.156666666666666
M05295:78:000000000-BJNBT:1:1102:13882:1874	20.253333333333334
M05295:78:000000000-BJNBT:1:1102:16129:1866	20.126666666666665
M05295:78:000000000-BJNBT:1:1102:10412:1879	17.273333333333333
M05295:78:000000000-BJNBT:1:1102:15449:1882	19.953333333333333
M05295:78:000000000-BJNBT:1:1102:20062:1880	19.99
M05295:78:000000000-BJNBT:1:1102:9360:1861	19.333333333333332
M05295:78:000000000-BJNBT:1:1102:16220:1882	22.116666666666667
M05295:78:000000000-BJNBT:1:1102:12986:1871	22.55
M05295:78:000000000-BJNBT:1:1102:15963:1872	24.916666666666668
M05295:78:000000000-BJNBT:1:1102:14911:1879	22.113333333333333
M05295:78:000000000-BJNBT:1:1102:20689:1883	20.703333333333333
M05295:78:000000000-BJNBT:1:1102:20088:1884	21.11
M05295:78:000000000-BJNBT:1:1102:13931:1884	21.583333333333332
M05295:78:000000000-BJNBT:1:1102:15414:1884	23.18
M05295:78:000000000-BJNBT:1:1102:16717:1884	18.086666666666666
M05295:78:000000000-BJNBT:1:1102:16008:1885	20.386666666666667
M05295:78:000000000-BJNBT:1:1102:9889:1894	26.846666666666668
M05295:78:000000000-BJNBT:1:1102:17707:1886	21.746666666666666
M05295:78:000000000-BJNBT:1:1102:18290:1887	19.35
M05295:78:000000000-BJNBT:1:1102:8610:1888	25.64666666666667
M05295:78:000000000-BJNBT:1:1102:13953:1889	19.366666666666667
M05295:78:000000000-BJNBT:1:1102:13859:1889	25.053333333333335
M05295:78:000000000-BJNBT:1:1102:16086:1890	22.566666666666666
M05295:78:000000000-BJNBT:1:1102:14238:1896	19.0
M05295:78:000000000-BJNBT:1:1102:16268:1890	22.69
M05295:78:000000000-BJNBT:1:1102:19833:1891	23.05666666666667
M05295:78:000000000-BJNBT:1:1102:19854:1891	25.566666666666666
M05295:78:000000000-BJNBT:1:1102:14019:1893	20.636666666666667
M05295:78:000000000-BJNBT:1:1102:17312:1893	21.466666666666665
M05295:78:000000000-BJNBT:1:1102:7848:1893	19.25
M05295:78:000000000-BJNBT:1:1102:15226:1899	22.013333333333332
M05295:78:000000000-BJNBT:1:1102:14795:1886	15.566666666666666
M05295:78:000000000-BJNBT:1:1102:17653:1895	20.86
M05295:78:000000000-BJNBT:1:1102:7574:1895	25.79
M05295:78:000000000-BJNBT:1:1102:9388:1895	25.553333333333335
M05295:78:000000000-BJNBT:1:1102:13824:1896	23.86
M05295:78:000000000-BJNBT:1:1102:10428:1896	25.346666666666668
M05295:78:000000000-BJNBT:1:1102:22078:1897	24.526666666666667
M05295:78:000000000-BJNBT:1:1102:9854:1900	23.323333333333334
M05295:78:000000000-BJNBT:1:1102:17124:1902	21.746666666666666
M05295:78:000000000-BJNBT:1:1102:22907:1897	26.4
M05295:78:000000000-BJNBT:1:1102:20570:1897	24.766666666666666
M05295:78:000000000-BJNBT:1:1102:14296:1898	16.7
M05295:78:000000000-BJNBT:1:1102:8879:1898	23.79
M05295:78:000000000-BJNBT:1:1102:8672:1904	23.736666666666668
M05295:78:000000000-BJNBT:1:1102:19756:1895	23.196666666666665
M05295:78:000000000-BJNBT:1:1102:7609:1899	22.416666666666668
M05295:78:000000000-BJNBT:1:1102:22840:1899	20.553333333333335
M05295:78:000000000-BJNBT:1:1102:12313:1906	23.993333333333332
M05295:78:000000000-BJNBT:1:1102:13447:1900	22.123333333333335
M05295:78:000000000-BJNBT:1:1102:10368:1900	24.38
M05295:78:000000000-BJNBT:1:1102:14064:1890	26.80666666666667
M05295:78:000000000-BJNBT:1:1102:18363:1896	17.166666666666668
M05295:78:000000000-BJNBT:1:1102:15175:1902	19.813333333333333
M05295:78:000000000-BJNBT:1:1102:11089:1901	19.263333333333332
M05295:78:000000000-BJNBT:1:1102:21427:1902	21.543333333333333
M05295:78:000000000-BJNBT:1:1102:19998:1902	27.206666666666667
M05295:78:000000000-BJNBT:1:1102:16575:1903	20.996666666666666
M05295:78:000000000-BJNBT:1:1102:14154:1899	21.41
M05295:78:000000000-BJNBT:1:1102:10242:1905	26.463333333333335
M05295:78:000000000-BJNBT:1:1102:11184:1905	23.626666666666665
M05295:78:000000000-BJNBT:1:1102:11327:1899	26.163333333333334
M05295:78:000000000-BJNBT:1:1102:10526:1906	19.91
M05295:78:000000000-BJNBT:1:1102:8272:1906	24.77
M05295:78:000000000-BJNBT:1:1102:17033:1906	22.466666666666665
M05295:78:000000000-BJNBT:1:1102:14205:1906	24.04
M05295:78:000000000-BJNBT:1:1102:11592:1906	27.786666666666665
M05295:78:000000000-BJNBT:1:1102:18570:1906	18.916666666666668
M05295:78:000000000-BJNBT:1:1102:8988:1907	23.636666666666667
M05295:78:000000000-BJNBT:1:1102:15814:1907	21.653333333333332
M05295:78:000000000-BJNBT:1:1102:13333:1907	22.966666666666665
M05295:78:000000000-BJNBT:1:1102:11444:1907	24.89666666666667
M05295:78:000000000-BJNBT:1:1102:17581:1907	20.033333333333335
M05295:78:000000000-BJNBT:1:1102:9463:1907	23.033333333333335
M05295:78:000000000-BJNBT:1:1102:13630:1907	25.08
M05295:78:000000000-BJNBT:1:1102:17607:1908	25.936666666666667
M05295:78:000000000-BJNBT:1:1102:12934:1908	24.51
M05295:78:000000000-BJNBT:1:1102:18491:1908	23.773333333333333
M05295:78:000000000-BJNBT:1:1102:19463:1908	22.636666666666667
M05295:78:000000000-BJNBT:1:1102:22607:1908	24.27
M05295:78:000000000-BJNBT:1:1102:22668:1911	15.646666666666667
M05295:78:000000000-BJNBT:1:1102:14448:1908	28.756666666666668
M05295:78:000000000-BJNBT:1:1102:16681:1908	24.64666666666667
M05295:78:000000000-BJNBT:1:1102:15994:1912	18.303333333333335
M05295:78:000000000-BJNBT:1:1102:19656:1908	25.793333333333333
M05295:78:000000000-BJNBT:1:1102:8757:1908	28.626666666666665
M05295:78:000000000-BJNBT:1:1102:11884:1909	17.63
M05295:78:000000000-BJNBT:1:1102:7462:1909	26.44
M05295:78:000000000-BJNBT:1:1102:18640:1913	16.093333333333334
M05295:78:000000000-BJNBT:1:1102:11772:1910	26.113333333333333
M05295:78:000000000-BJNBT:1:1102:20639:1910	25.496666666666666
M05295:78:000000000-BJNBT:1:1102:15901:1910	18.043333333333333
M05295:78:000000000-BJNBT:1:1102:18336:1910	26.92
M05295:78:000000000-BJNBT:1:1102:10180:1910	29.57
M05295:78:000000000-BJNBT:1:1102:8444:1911	29.053333333333335
M05295:78:000000000-BJNBT:1:1102:10882:1908	25.09
M05295:78:000000000-BJNBT:1:1102:20499:1912	31.03
M05295:78:000000000-BJNBT:1:1102:19804:1915	22.436666666666667
M05295:78:000000000-BJNBT:1:1102:20622:1908	27.52
M05295:78:000000000-BJNBT:1:1102:10686:1915	29.69333333333333
M05295:78:000000000-BJNBT:1:1102:14129:1912	21.78
M05295:78:000000000-BJNBT:1:1102:13500:1913	22.456666666666667
M05295:78:000000000-BJNBT:1:1102:12821:1910	23.236666666666668
M05295:78:000000000-BJNBT:1:1102:17724:1913	21.53
M05295:78:000000000-BJNBT:1:1102:16158:1913	24.576666666666668
M05295:78:000000000-BJNBT:1:1102:20860:1914	24.41
M05295:78:000000000-BJNBT:1:1102:10718:1914	27.123333333333335
M05295:78:000000000-BJNBT:1:1102:9831:1914	25.43
M05295:78:000000000-BJNBT:1:1102:22944:1914	25.906666666666666
M05295:78:000000000-BJNBT:1:1102:22301:1914	23.41
M05295:78:000000000-BJNBT:1:1102:13652:1915	26.843333333333334
M05295:78:000000000-BJNBT:1:1102:7519:1915	24.486666666666668
M05295:78:000000000-BJNBT:1:1102:9657:1912	25.596666666666668
M05295:78:000000000-BJNBT:1:1102:12013:1918	23.60333333333333
M05295:78:000000000-BJNBT:1:1102:11262:1912	29.62
M05295:78:000000000-BJNBT:1:1102:20316:1916	29.86
M05295:78:000000000-BJNBT:1:1102:16141:1916	26.596666666666668
M05295:78:000000000-BJNBT:1:1102:18535:1916	16.44333333333333
M05295:78:000000000-BJNBT:1:1102:21814:1916	24.616666666666667
M05295:78:000000000-BJNBT:1:1102:13416:1916	22.153333333333332
M05295:78:000000000-BJNBT:1:1102:14031:1917	27.203333333333333
M05295:78:000000000-BJNBT:1:1102:10027:1917	29.003333333333334
M05295:78:000000000-BJNBT:1:1102:10476:1917	19.96
M05295:78:000000000-BJNBT:1:1102:12750:1917	25.9
M05295:78:000000000-BJNBT:1:1102:18216:1918	23.373333333333335
M05295:78:000000000-BJNBT:1:1102:20057:1918	22.936666666666667
M05295:78:000000000-BJNBT:1:1102:9225:1918	29.973333333333333
M05295:78:000000000-BJNBT:1:1102:12120:1915	27.46
M05295:78:000000000-BJNBT:1:1102:13860:1918	29.356666666666666
M05295:78:000000000-BJNBT:1:1102:16305:1918	27.023333333333333
M05295:78:000000000-BJNBT:1:1102:14965:1921	25.466666666666665
M05295:78:000000000-BJNBT:1:1102:21280:1918	25.10333333333333
M05295:78:000000000-BJNBT:1:1102:10981:1919	26.973333333333333
M05295:78:000000000-BJNBT:1:1102:12838:1919	25.94333333333333
M05295:78:000000000-BJNBT:1:1102:10259:1919	26.936666666666667
M05295:78:000000000-BJNBT:1:1102:13984:1921	28.023333333333333
M05295:78:000000000-BJNBT:1:1102:9198:1920	31.42
M05295:78:000000000-BJNBT:1:1102:13966:1920	25.143333333333334
M05295:78:000000000-BJNBT:1:1102:11433:1920	29.213333333333335
M05295:78:000000000-BJNBT:1:1102:7730:1920	28.093333333333334
